xcoord,ycoord,zcoord,atom_num,mat_org,matnum_org,surf_flag,num_neighbor,nb_vector_x,nb_vector_y,nb_vector_z,nb_vector_sum,polar_delta
-9.843999999990155,-18.48537049000671,-9.56345215954,1,C,162,internal,,,,,,
-11.074499999999999,-17.774940989995237,-10.4360861757,2,C,162,internal,,,,,,
-11.074499999999999,-16.35250383000312,-10.70659623042,3,C,162,internal,,,,,,
-12.304999999998769,-15.642074319990632,-11.375262662339999,4,C,162,internal,,,,,,
-12.304999999998769,-14.219637159998515,-11.09919182512,5,C,162,internal,,,,,,
-13.535499999986465,-13.509207650005225,-11.45527980046,6,C,162,internal,,,,,,
-7.382999999992614,-18.48537049000671,-8.62453263818,7,C,162,internal,,,,,,
-8.613500000002459,-17.774940989995237,-9.292942102920001,8,C,162,internal,,,,,,
-8.613500000002459,-16.35250383000312,-9.76767670798,9,C,162,internal,,,,,,
-9.844000000001229,-15.642074319990632,-10.23211858998,10,C,162,internal,,,,,,
-9.844000000001229,-14.219637159998515,-10.160272303220001,11,C,162,internal,,,,,,
-11.074499999988925,-13.509207650005225,-10.3121357285,12,C,162,internal,,,,,,
-4.921999999995076,-18.48537049000671,-8.54486824494,13,C,162,internal,,,,,,
-6.152500000004921,-17.774940989995237,-8.90034650784,14,C,162,internal,,,,,,
-6.152500000004918,-16.35250383000312,-9.68801231326,15,C,162,internal,,,,,,
-7.383000000003691,-15.642074319990632,-9.839522995620001,16,C,162,internal,,,,,,
-7.383000000003691,-14.219637159998515,-10.080607909240001,17,C,162,internal,,,,,,
-8.613499999991385,-13.509207650005225,-9.91954013486,18,C,162,internal,,,,,,
-13.535499999997539,-12.086770489993912,-10.557539097200001,19,C,162,internal,,,,,,
-14.765999999996309,-11.376340990001635,-10.63869668986,20,C,162,internal,,,,,,
-14.765999999996309,-9.953903830009516,-9.335083387580001,21,C,162,internal,,,,,,
-15.996499999995075,-9.24347431999703,-9.307601631739999,22,C,162,internal,,,,,,
-15.996499999995075,-7.821037160004915,-8.00382529466,23,C,162,internal,,,,,,
-17.226999999993843,-7.11060764999243,-8.084828803699999,24,C,162,internal,,,,,,
-11.074499999999999,-12.086770489993912,-9.61861957584,25,C,162,internal,,,,,,
-12.304999999998769,-11.376340990001635,-9.495552617080001,26,C,162,internal,,,,,,
-12.304999999998769,-9.953903830009516,-8.39616386514,27,C,162,internal,,,,,,
-13.535499999997539,-9.24347431999703,-8.16445755938,28,C,162,internal,,,,,,
-13.535499999997535,-7.821037160004915,-7.0649057727599995,29,C,162,internal,,,,,,
-14.765999999996305,-7.11060764999243,-6.941684731740001,30,C,162,internal,,,,,,
-8.613500000002459,-12.086770489993912,-9.538955182599999,31,C,162,internal,,,,,,
-9.844000000001229,-11.376340990001635,-9.102957022,32,C,162,internal,,,,,,
-9.844000000001229,-9.953903830009516,-8.3164994704,33,C,162,internal,,,,,,
-11.074499999999999,-9.24347431999703,-7.771861964999999,34,C,162,internal,,,,,,
-11.074499999999999,-7.821037160004915,-6.98524137878,35,C,162,internal,,,,,,
-12.304999999998765,-7.11060764999243,-6.549089138099999,36,C,162,internal,,,,,,
