xcoord,ycoord,zcoord,atom_num,mat_org,matnum_org,surf_flag,num_neighbor,nb_vector_x,nb_vector_y,nb_vector_z,nb_vector_sum,polar_delta,R_atomic(A)
6.223351325599999,11.4635800164,1.7183398380000001,1,P,72,2NN,11,0.3535454100235884,-11.410095631985802,-5.816927817208148,12.81217881231058,121.6879649867416,1.1
0.5164311873,11.4635800164,5.5688639559,2,P,72,2NN,12,-0.35495390880353195,-11.409981713952758,5.817527904621728,12.812388766782082,121.6862201325705,1.1
2.5547851198,8.9190279468,1.7432623242000003,3,P,72,internal,10,-0.9765450176562601,0.19330468922061783,-4.54880121370023,4.656457812129799,153.07228763949695,1.1
4.1847597636,8.9190279468,5.544160088,4,P,72,internal,10,0.9775415748393571,0.19343085838339769,4.547029300765835,4.654941298183832,153.06954434208154,1.1
2.5581246892,4.728972301200001,1.7183398380000001,5,P,72,internal,11,-0.7725870797303238,-0.6013454591480973,-8.73268099028837,8.787390080971036,137.7676340000475,1.1
4.1814379145,4.728972301200001,5.5688639559,6,P,72,internal,11,0.773773261893872,-0.6012895977275808,8.73362829091277,8.788432019705745,137.76701531057347,1.1
6.2200117562,2.1844202316000003,1.7432623242000003,7,P,72,internal,10,-0.9598424728874551,8.060514566779512,-4.659128918019599,9.359523221230337,130.3253332499012,1.1
0.5197530363999999,2.1844202316000003,5.544160088,8,P,72,internal,10,0.958311906377516,8.0606364427693,4.657547006164301,9.358683971960772,130.32273315765,1.1
5.632680565699999,11.4635800164,9.0055436319,9,P,72,2NN,11,0.35339240806242234,-11.41007509649517,-5.816289501621711,12.811866509935637,121.69084585214259,1.1
-0.07425729289999994,11.4635800164,12.856286368100001,10,P,72,2NN,12,-0.3548394377820636,-11.410072860585473,5.816177262837489,12.811853560793708,121.69152672499995,1.1
1.9641143599,8.9190279468,9.0304661181,11,P,72,internal,10,-0.9764911884720554,0.19339808463632116,-4.547960300102148,4.65562893190703,153.0693847615463,1.1
3.5940890036999997,8.9190279468,12.8313638819,12,P,72,internal,10,0.9774738022514484,0.19330427529677058,4.5480626126122266,4.655931174875447,153.069604784006,1.1
1.9674539293,4.728972301200001,9.0055436319,13,P,72,internal,11,-0.7727567632142425,-0.6013377884373946,-8.731763379503654,8.786492580463333,137.76778973280778,1.1
3.5907494342999997,4.728972301200001,12.856286368100001,14,P,72,internal,11,0.7738813888594098,-0.6012670567153321,8.732004290872775,8.786826128548046,137.76914303238286,1.1
5.6293409963,2.1844202316000003,9.0304661181,15,P,72,internal,10,-0.9597440618051135,8.060584719577662,-4.658451443890454,9.359236322518207,130.32545448345485,1.1
