xcoord,ycoord,zcoord,atom_num,mat_org,matnum_org,surf_flag,num_neighbor,nb_vector_x,nb_vector_y,nb_vector_z,nb_vector_sum,polar_delta
21.136633421098065,21.233663070411104,29.868409420173272,1,Ti,276,2NN,6,4.7442679846738764,9.374167640574832,1.8860798933741414,10.674286628538324,77.43020440587479
21.136633421098065,23.136633421098093,27.436818837365223,2,Ti,276,2NN,7,6.814830090409192,6.1620961162919015,7.240287760003246,11.697653805580806,77.43020440776009
19.233663070411076,21.233663070411104,32.30000000000019,3,Ti,276,2NN,6,8.26085006223698,8.260850061250842,-8.627987213571942e-10,11.682606194048859,43.642663370487945
19.233663070411076,23.136633421098093,34.73159058280823,4,Ti,276,2NN,6,9.374167641552269,4.744267984883577,-1.8860799172334493,10.674286633705703,77.4302046971448
21.136633421098065,23.136633421098093,37.16318116561628,5,Ti,276,2NN,7,6.162096117136164,6.814830092321742,-7.240287775279215,11.697653816594855,77.43020440775784
21.136633421098065,25.039603772079868,29.868409420173272,6,Ti,276,internal,6,5.8575855637001695,-3.9202785462322254e-10,2.5949267814827457,6.406633565089003,154.86040881363448
21.136633421098065,26.942574122766853,27.436818837365223,7,Ti,276,2NN,7,7.77898098261162,4.882566018160617e-10,5.815009373352129,9.712202589526557,77.43020440776007
19.233663070411076,25.039603772079868,32.30000000000019,8,Ti,276,2NN,6,10.9043887528167,-3.722442909470658e-10,-0.7470030960578967,10.929945457232412,77.43020449138116
19.233663070411076,26.942574122766853,34.73159058280823,9,Ti,276,2NN,6,10.904388752230183,3.722364638747422e-10,0.7470030843673524,10.92994545584828,77.43020469714483
21.136633421098065,25.039603772079868,39.594771748424336,10,Ti,276,2NN,7,6.81483009470539,5.04056602765675,-8.79839972158185,12.21724407383274,77.43020469903014
21.136633421098065,26.942574122766853,37.16318116561628,11,Ti,276,internal,6,5.857585564721997,3.920197499951428e-10,-2.5949268122676887,6.4066335784923165,154.8604088136303
21.136633421098065,28.845544473748625,29.868409420173272,12,Ti,276,internal,6,5.85758556370017,-3.9203407187216044e-10,2.5949267814827435,6.406633565089003,154.86040881363476
21.136633421098065,30.748514824435603,27.436818837365223,13,Ti,276,2NN,7,7.77898098261162,4.882656501337124e-10,5.8150093733521295,9.712202589526559,77.43020440776007
19.233663070411076,28.845544473748625,32.30000000000019,14,Ti,276,2NN,6,10.904388752816704,-3.7224778814959336e-10,-0.7470030960578957,10.929945457232416,77.43020449138115
19.233663070411076,30.748514824435603,34.73159058280823,15,Ti,276,2NN,6,10.904388752230187,3.722428476571338e-10,0.7470030843673503,10.929945455848284,77.43020469714486
21.136633421098065,28.845544473748625,39.594771748424336,16,Ti,276,2NN,7,7.7789809879989065,-4.882735327171872e-10,-5.815009399079124,9.712202609245082,77.43020469903014
21.136633421098065,30.748514824435603,37.16318116561628,17,Ti,276,internal,6,5.857585564722,3.920277436009201e-10,-2.5949268122676883,6.406633578492319,154.86040881363027
21.136633421098065,32.65148517541737,29.868409420173272,18,Ti,276,internal,6,5.857585563700172,-3.92027965645525e-10,2.594926781482743,6.406633565089005,154.86040881363476
21.136633421098065,34.55445552610435,27.436818837365223,19,Ti,276,2NN,7,7.778980982611621,4.882688697804838e-10,5.81500937335213,9.712202589526559,77.43020440776007
19.233663070411076,32.65148517541737,32.30000000000019,20,Ti,276,2NN,6,10.904388752816706,-3.722434582797973e-10,-0.7470030960578948,10.929945457232417,77.43020449138118
19.233663070411076,34.55445552610435,34.73159058280823,21,Ti,276,2NN,6,10.904388752230183,3.72243624813251e-10,0.7470030843673503,10.92994545584828,77.43020469714483
21.136633421098065,32.65148517541737,39.594771748424336,22,Ti,276,2NN,7,7.7789809879989065,-4.882663162675271e-10,-5.815009399079129,9.712202609245086,77.43020469903014
21.136633421098065,34.55445552610435,37.16318116561628,23,Ti,276,internal,6,5.857585564722,3.920285207570373e-10,-2.5949268122676883,6.406633578492319,154.86040881363027
21.136633421098065,36.457425877086116,29.868409420173272,24,Ti,276,internal,6,5.85758556370017,-3.920150315472881e-10,2.5949267814827435,6.406633565089003,154.86040881363482
21.136633421098065,38.3603962277731,27.436818837365223,25,Ti,276,2NN,7,6.814830090424897,-6.162096115468687,7.240287759967515,11.697653805134186,77.43020440776009
19.233663070411076,36.457425877086116,32.30000000000019,26,Ti,276,2NN,6,10.904388752816702,-3.7223157889343383e-10,-0.7470030960578965,10.929945457232414,77.43020449138118
19.233663070411076,38.3603962277731,34.73159058280823,27,Ti,276,2NN,6,9.374167641578811,-4.744267984280663,-1.8860799171814557,10.674286633451857,77.43020469714483
21.136633421098065,36.457425877086116,39.594771748424336,28,Ti,276,2NN,7,6.814830094689686,-5.040566028479952,-8.798399721617587,12.21724407418935,77.43020469903014
21.136633421098065,38.3603962277731,37.16318116561628,29,Ti,276,2NN,7,6.162096117172343,-6.8148300915099425,-7.240287775076935,11.697653816015773,77.43020440587254
21.136633421098065,40.26336657875488,29.868409420173272,30,Ti,276,2NN,6,4.744267984620032,-9.374167641050963,1.8860798934599965,10.674286628947701,77.43020440776009
19.233663070411076,40.26336657875488,32.30000000000019,31,Ti,276,2NN,6,8.260850062156598,-8.260850061707194,-9.663980171659148e-10,11.68260619431471,43.64266334890709
23.03960377207984,23.136633421098093,25.005228254557174,32,Ti,276,2NN,7,5.040566026793376,6.814830092356721,8.79839969611767,12.21724405382809,77.43020440775989
24.942574122766825,21.233663070411104,29.868409420173272,33,Ti,276,2NN,6,3.722372410308594e-10,10.904388751147895,-0.7470031105779742,10.929945456559878,77.4302044058748
24.942574122766825,23.136633421098093,27.436818837365223,34,Ti,276,internal,6,3.9201919488363046e-10,5.857585562895358,2.5949267938863403,6.406633569377085,154.86040881363277
23.03960377207984,21.233663070411104,32.30000000000019,35,Ti,276,2NN,6,-3.7224312521288994e-10,10.904388752175963,0.7470030933643574,10.929945456409083,77.43020440587458
