xcoord,ycoord,zcoord,atom_num,mat_org,matnum_org,surf_flag,num_neighbor,nb_vector_x,nb_vector_y,nb_vector_z,nb_vector_sum,polar_delta,R_atomic(A)
8.184679031,1.021352768,11.938009262,1,O,16,internal,16,5.086582909162979,4.307923072181237,0.548171977386011,6.688200012291171,157.60550087180803,0.74
2.667713642,8.468916893,5.412909508,2,O,16,internal,15,5.152924770046354,4.5057137779481335,-0.42982578504437013,6.8584867529242866,142.67848036608387,0.74
4.307840347,1.198626161,11.937996864,3,O,16,internal,17,-3.0768277773443695,-5.478166868778161,-4.211772764679334,7.56413982121637,145.8412874717328,0.74
9.331384659,8.64618969,5.412896633,4,O,16,internal,17,-3.0768211489831385,-5.47816453243937,-4.211769043200099,7.564133360839512,145.8412857093636,0.74
6.430745602,13.213376999,11.938127518,5,O,16,internal,14,0.9138738379137021,-7.257361810208659,-9.496199997585633,11.986754365967611,158.34606878532742,0.74
0.632183909,6.619544506,5.41302681,6,O,16,internal,14,0.9138578630387434,-7.257364587721693,-9.496190156079416,11.986747033010007,158.34608793670066,0.74
6.343370438,3.048012972,11.937866211,7,O,16,internal,14,3.32516950829063,2.982759231902846,-8.134460445224303,9.280250623193652,147.6324233228786,0.74
0.826403856,10.495577812,5.41276598,8,O,16,internal,14,3.3251861867138577,2.982747345091739,-8.134456228061918,9.280249082175532,147.63240721763498,0.74
5.374124527,0.025862016,1.112072825,9,O,16,internal,17,1.5440300068703212,-4.921454848336938,6.739252397127876,8.486593507322532,169.03675711859643,0.74
0.632177413,6.619694233,7.637172222,10,O,16,internal,16,-0.7586101553160779,-6.079660221294763,8.112124404497369,10.165840847081187,169.79700358043982,0.74
3.532814741,2.052508354,1.111929178,11,O,16,internal,12,-6.214834649662531,-3.8420231128453883,-0.3846944944377071,7.316645486582963,157.2415334445747,0.74
9.331377029,8.64634037,7.637029171,12,O,16,internal,12,-6.214828124255734,-3.842017666059793,-0.384697574559986,7.316637245635998,157.24155777651063,0.74
7.409664631,1.875234723,1.111942291,13,O,16,internal,13,4.688003733606551,5.53153280963877,1.6501253831237777,7.436272454022145,166.62074995486944,0.74
2.667716265,8.46906662,7.637042046,14,O,16,internal,13,4.688014402789987,5.531541303262736,1.6501268034942842,7.436285813366658,166.62073462484915,0.74
5.568355083,3.901895046,1.111798644,15,O,16,internal,17,-0.6367035877106456,5.353289453926543,8.063086243439562,9.699301995776246,156.3990906156337,0.74
